from,to,distance_m,duration_s
SE331,SE311,835704.0,38827.0
SE331,SE312,651299.0,30768.0
SE331,SE313,542835.0,24749.0
SE331,SE321,299857.0,13953.0
SE331,SE322,346362.0,16784.0
DK01,DK02,95373.0,4092.0
DK01,DK03,252761.0,9355.0
DK01,DK04,309547.0,12130.0
DK01,DK050,337168.0,16846.0
DK01,FI19+,1434732.0,69838.0
DK01,FI196,1556002.0,75293.0
DK01,FI198,1588444.0,76220.0
DK01,FI19B,1591021.0,77243.0
DK01,FI1B+,1087221.0,65038.0
DK01,FI1C-,1212985.0,70359.0
DK01,FI1C1,943030.0,60046.0
DK01,FI1D7,1926002.0,79225.0
DK01,FI1D8,1963893.0,80288.0
DK01,FI1D9,1821235.0,75510.0
DK01,FI1DB,1698004.0,80321.0
DK01,FI1DC,1815811.0,86380.0
DK01,FI200,792510.0,39407.0
DK01,NO01+,539537.0,23948.0
DK01,NO020,794925.0,35041.0
DK01,NO060,1127642.0,50086.0
DK01,NO071,1758427.0,73835.0
DK01,NO072,2102882.0,87843.0
DK01,NO085,712667.0,33296.0
DK01,NO092,592019.0,33448.0
DK01,NO094,706294.0,33322.0
DK01,NO0A1,780511.0,42618.0
DK01,NO0A2,939066.0,44470.0
DK01,NO0A3,1012451.0,44948.0
DK01,SE11+,606652.0,26349.0
DK01,SE21+,359883.0,18037.0
DK01,SE22+,154573.0,9403.0
DK01,SE232,370896.0,17244.0
DK01,SE311,550430.0,26374.0
DK01,SE312,710661.0,33463.0
DK01,SE313,889595.0,36155.0
DK01,SE321,1084326.0,44158.0
DK01,SE322,1036710.0,48685.0
DK01,SE331,1377627.0,56925.0
NO073,DK02,2295215.0,91260.0
NO073,DK03,2452603.0,96523.0
NO073,DK04,2509389.0,99298.0
NO073,DK050,2083058.0,98105.0
NO073,FI19+,1032046.0,43696.0
NO073,FI196,1237133.0,52925.0
NO073,FI198,1059420.0,44285.0
NO073,FI19B,1188533.0,50661.0
NO073,FI1B+,1323255.0,54517.0
NO073,FI1C-,1244733.0,52221.0
NO073,FI1C1,1366705.0,56788.0
NO073,FI1D7,374135.0,17238.0
NO073,FI1D8,825235.0,34797.0
NO073,FI1D9,752277.0,32639.0
NO073,FI1DB,992543.0,41439.0
NO073,FI1DC,1130685.0,46903.0
NO073,FI200,1682125.0,76858.0
NO073,NO01+,1829081.0,79929.0
NO073,NO020,1722777.0,78555.0
NO073,NO060,1378759.0,61831.0
NO073,NO071,1078946.0,48475.0
NO073,NO072,552453.0,25817.0
NO073,NO085,1907349.0,85543.0
NO073,NO092,2157951.0,94063.0
NO073,NO094,1968715.0,87435.0
NO073,NO0A1,2231734.0,102985.0
NO073,NO0A2,2057652.0,93094.0
NO073,NO0A3,1775582.0,80718.0
NO073,SE11+,1574792.0,65677.0
NO073,SE21+,1857837.0,76207.0
NO073,SE22+,2043552.0,82559.0
NO073,SE232,1821207.0,76540.0
NO073,SE311,1713709.0,73371.0
NO073,SE312,1498458.0,65448.0
NO073,SE313,1338630.0,57393.0
NO073,SE321,1146837.0,49719.0
NO073,SE322,1251476.0,54761.0
NO073,SE331,961258.0,41918.0
SE332,DK02,1793797.0,70618.0
SE332,DK03,1951185.0,75881.0
SE332,DK04,1692652.0,77821.0
SE332,DK050,1592018.0,73776.0
SE332,FI19+,737549.0,31265.0
SE332,FI196,942636.0,40494.0
SE332,FI198,764923.0,31853.0
SE332,FI19B,894036.0,38230.0
SE332,FI1B+,1028758.0,42085.0
SE332,FI1C-,950236.0,39790.0
SE332,FI1C1,1072209.0,44356.0
SE332,FI1D7,425596.0,19763.0
SE332,FI1D8,641905.0,27234.0
SE332,FI1D9,499247.0,22456.0
SE332,FI1DB,697984.0,29102.0
SE332,FI1DC,852934.0,35384.0
SE332,FI200,1180707.0,56217.0
SE332,NO01+,1251056.0,55800.0
SE332,NO020,1129317.0,53311.0
SE332,NO060,789134.0,36049.0
SE332,NO071,489321.0,22693.0
SE332,NO072,464919.0,21279.0
SE332,NO085,1329324.0,61414.0
SE332,NO092,1579926.0,69934.0
SE332,NO094,1390690.0,63306.0
SE332,NO0A1,1653708.0,78856.0
SE332,NO0A2,1479627.0,68965.0
SE332,NO0A3,1182122.0,55474.0
SE332,SE11+,1073373.0,45035.0
SE332,SE21+,1356419.0,55565.0
SE332,SE22+,1542134.0,61917.0
SE332,SE232,1319789.0,55898.0
SE332,SE311,1147358.0,51560.0
SE332,SE312,962954.0,43501.0
SE332,SE313,837212.0,36751.0
SE332,SE321,594233.0,25954.0
SE332,SE322,658016.0,29517.0
SE332,SE331,373655.0,16603.0
DK01,NO073,2167926.0,89746.0
DK01,SE332,1671672.0,68907.0
DK02,DK01,96172.0,4171.0
DK02,NO073,2295204.0,91667.0
DK02,SE332,1798950.0,70828.0
DK03,DK01,267187.0,9803.0
DK03,NO073,2466219.0,97299.0
DK03,SE332,1969965.0,76460.0
DK04,DK01,309936.0,12091.0
DK04,NO073,2508968.0,99588.0
DK04,SE332,1690256.0,78086.0
DK050,DK01,337937.0,16881.0
DK050,NO073,2085504.0,98363.0
DK050,SE332,1592043.0,74089.0
FI19+,DK01,1436385.0,69540.0
FI19+,NO073,1031504.0,44026.0
FI19+,SE332,737566.0,31310.0
FI196,DK01,1557803.0,75017.0
FI196,NO073,1236349.0,53230.0
FI196,SE332,942412.0,40514.0
FI198,DK01,1590165.0,75928.0
FI198,NO073,1058978.0,44709.0
FI198,SE332,765040.0,31993.0
FI19B,DK01,1592816.0,76941.0
FI19B,NO073,1187914.0,51020.0
FI19B,SE332,893976.0,38304.0
FI1B+,DK01,1088783.0,64821.0
FI1B+,NO073,1323949.0,55198.0
FI1B+,SE332,1030012.0,42483.0
FI1C-,DK01,1213854.0,70092.0
FI1C-,NO073,1243892.0,52815.0
FI1C-,SE332,949954.0,40100.0
FI1C1,DK01,944716.0,59811.0
FI1C1,NO073,1337716.0,56958.0
FI1C1,SE332,1043778.0,44243.0
FI1D7,DK01,1927548.0,78930.0
FI1D7,NO073,374127.0,17540.0
FI1D7,SE332,425635.0,19774.0
FI1D8,DK01,1965608.0,80054.0
FI1D8,NO073,825110.0,35086.0
FI1D8,SE332,642009.0,27248.0
FI1D9,DK01,1817101.0,75191.0
FI1D9,NO073,752158.0,32884.0
FI1D9,SE332,493502.0,22386.0
FI1DB,DK01,1699697.0,80101.0
FI1DB,NO073,992001.0,41706.0
FI1DB,SE332,698532.0,29202.0
FI1DC,DK01,1817557.0,86057.0
FI1DC,NO073,1130740.0,47202.0
FI1DC,SE332,853473.0,35473.0
FI200,DK01,794006.0,39222.0
FI200,NO073,1681368.0,77022.0
FI200,SE332,1185114.0,56183.0
NO01+,DK01,538834.0,23896.0
NO01+,NO073,1828859.0,80125.0
NO01+,SE332,1250087.0,55767.0
NO020,DK01,794637.0,35094.0
NO020,NO073,1723372.0,78643.0
NO020,SE332,1129005.0,53302.0
NO060,DK01,1127343.0,50078.0
NO060,NO073,1378527.0,62014.0
NO060,SE332,788911.0,35959.0
NO071,DK01,1750185.0,73520.0
NO071,NO073,1078642.0,48600.0
NO071,SE332,489026.0,22545.0
NO072,DK01,2104734.0,87429.0
NO072,NO073,552454.0,25821.0
NO072,SE332,464930.0,21008.0
NO073,DK01,2169817.0,89379.0
NO073,SE332,589625.0,25782.0
NO085,DK01,711386.0,33117.0
NO085,NO073,1907275.0,85905.0
NO085,SE332,1328503.0,61547.0
NO092,DK01,592474.0,33293.0
NO092,NO073,2156596.0,94049.0
NO092,SE332,1577824.0,69692.0
NO094,DK01,704940.0,33147.0
NO094,NO073,1968964.0,87766.0
NO094,SE332,1390192.0,63408.0
NO0A1,DK01,781119.0,42431.0
NO0A1,NO073,2231999.0,103582.0
NO0A1,SE332,1653226.0,79224.0
NO0A2,DK01,938473.0,44381.0
NO0A2,NO073,2058086.0,93569.0
NO0A2,SE332,1360210.0,69663.0
NO0A3,DK01,1012132.0,44961.0
NO0A3,NO073,1776109.0,80794.0
NO0A3,SE332,1166719.0,55620.0
SE11+,DK01,609109.0,26312.0
SE11+,NO073,1575315.0,65909.0
SE11+,SE332,1079061.0,45070.0
SE21+,DK01,362116.0,18004.0
SE21+,NO073,1857412.0,76414.0
SE21+,SE332,1361158.0,55575.0
SE22+,DK01,156382.0,9395.0
SE22+,NO073,2043153.0,82822.0
SE22+,SE332,1546899.0,61983.0
SE232,DK01,369628.0,17300.0
SE232,NO073,1822285.0,76715.0
SE232,SE332,1326031.0,55876.0
SE311,DK01,549966.0,26304.0
SE311,NO073,1714258.0,73528.0
SE311,SE332,1147004.0,51747.0
SE312,DK01,712469.0,33392.0
SE312,NO073,1499019.0,65741.0
SE312,SE332,962647.0,43709.0
SE313,DK01,891556.0,36032.0
SE313,NO073,1338987.0,57645.0
SE313,SE332,842733.0,36806.0
SE321,DK01,1085822.0,44085.0
SE321,NO073,1144719.0,49909.0
SE321,SE332,593875.0,25996.0
SE322,DK01,1038396.0,48528.0
SE322,NO073,1252174.0,54870.0
SE322,SE332,657806.0,29529.0
SE331,DK01,1374023.0,56735.0
SE331,NO073,960578.0,42179.0
SE331,SE332,372127.0,16707.0
SE332,DK01,1668399.0,68737.0
SE332,NO073,589616.0,26055.0
