from,to,distance_m,duration_s
NO020,NO085,283028.0,17898.0
NO020,NO092,602009.0,27545.0
NO020,NO094,412773.0,20917.0
NO020,NO0A1,675791.0,36466.0
NO020,NO0A2,386868.0,21936.0
NO020,NO0A3,246013.0,13019.0
NO020,SE11+,578968.0,26906.0
NO020,SE21+,663815.0,32214.0
NO020,SE22+,741158.0,31327.0
NO020,SE232,515983.0,22334.0
NO020,SE311,335972.0,17393.0
NO020,SE312,349123.0,19119.0
NO020,SE313,487378.0,25574.0
NO020,SE321,626761.0,32136.0
NO020,SE322,509304.0,26594.0
NO020,SE331,817623.0,40496.0
NO060,DK02,1252740.0,51959.0
NO060,DK03,1162736.0,53891.0
NO060,DK04,1047440.0,50415.0
NO060,DK050,946807.0,46370.0
NO060,FI19+,764433.0,45671.0
NO060,FI196,885703.0,51127.0
NO060,FI198,918146.0,52054.0
NO060,FI19B,920723.0,53077.0
NO060,FI1B+,1063028.0,57077.0
NO060,FI1C-,1114028.0,60736.0
NO060,FI1C1,1004262.0,55706.0
NO060,FI1D7,1167726.0,52350.0
NO060,FI1D8,1205617.0,53413.0
NO060,FI1D9,1062959.0,48635.0
NO060,FI1DB,1027705.0,56155.0
NO060,FI1DC,1145512.0,62214.0
NO060,FI200,841904.0,43871.0
NO060,NO01+,605844.0,28395.0
NO060,NO020,400580.0,20663.0
NO060,NO071,587152.0,28323.0
NO060,NO072,989067.0,50820.0
NO060,NO085,598426.0,32541.0
NO060,NO092,934714.0,42529.0
NO060,NO094,745479.0,35901.0
NO060,NO0A1,861906.0,51398.0
NO060,NO0A2,573602.0,33928.0
NO060,NO0A3,380086.0,19886.0
NO060,SE11+,689063.0,32541.0
NO060,SE21+,1017617.0,43219.0
NO060,SE22+,1073863.0,46311.0
NO060,SE232,848688.0,37318.0
NO060,SE311,625318.0,30981.0
NO060,SE312,497177.0,23945.0
NO060,SE313,447728.0,21148.0
NO060,SE321,364942.0,17123.0
NO060,SE322,186359.0,9025.0
NO060,SE331,524021.0,24823.0
NO071,DK02,1875582.0,75401.0
NO071,DK03,2032970.0,80664.0
NO071,DK04,1632863.0,78749.0
NO071,DK050,1532229.0,74704.0
NO071,FI19+,765297.0,45727.0
NO071,FI196,886567.0,51182.0
NO071,FI198,1065814.0,45009.0
NO071,FI19B,1194927.0,51385.0
NO071,FI1B+,1329649.0,55241.0
NO071,FI1C-,1251127.0,52946.0
NO071,FI1C1,1005126.0,55761.0
NO071,FI1D7,904905.0,39327.0
NO071,FI1D8,942796.0,40390.0
NO071,FI1D9,800138.0,35612.0
NO071,FI1DB,998875.0,42258.0
NO071,FI1DC,1153825.0,48540.0
NO071,FI200,1262492.0,61000.0
NO071,NO01+,1191266.0,56728.0
NO071,NO020,986003.0,48996.0
NO071,NO060,587266.0,28436.0
NO071,NO072,508080.0,28577.0
NO071,NO085,1183848.0,60874.0
NO071,NO092,1520137.0,70862.0
NO071,NO094,1330901.0,64234.0
NO071,NO0A1,1447328.0,79732.0
NO071,NO0A2,1159024.0,62262.0
NO071,NO0A3,965509.0,48219.0
NO071,SE11+,1155159.0,49818.0
NO071,SE21+,1438205.0,60348.0
NO071,SE22+,1623920.0,66700.0
NO071,SE232,1401575.0,60681.0
NO071,SE311,1192554.0,54523.0
NO071,SE312,1008149.0,46465.0
NO071,SE313,918997.0,41534.0
NO071,SE321,685562.0,31064.0
NO071,SE322,703212.0,32481.0
NO071,SE331,418850.0,19566.0
NO072,DK02,2230131.0,89310.0
NO072,DK03,2387519.0,94573.0
NO072,DK04,2444306.0,97348.0
NO072,DK050,2056948.0,94784.0
NO072,FI19+,994457.0,43272.0
NO072,FI196,1199544.0,52501.0
NO072,FI198,1021831.0,43861.0
NO072,FI19B,1150944.0,50237.0
NO072,FI1B+,1285666.0,54092.0
NO072,FI1C-,1207144.0,51797.0
NO072,FI1C1,1329117.0,56364.0
NO072,FI1D7,514459.0,24244.0
NO072,FI1D8,855060.0,36850.0
NO072,FI1D9,756155.0,34463.0
NO072,FI1DB,954892.0,41110.0
NO072,FI1DC,1109842.0,47392.0
NO072,FI200,1617041.0,74909.0
NO072,NO01+,1715985.0,76808.0
NO072,NO020,1387945.0,71658.0
NO072,NO060,989208.0,51097.0
NO072,NO071,508143.0,28750.0
NO072,NO085,1585790.0,83536.0
NO072,NO092,2044855.0,90942.0
NO072,NO094,1855620.0,84314.0
NO072,NO0A1,2118638.0,99864.0
NO072,NO0A2,1560966.0,84923.0
NO072,NO0A3,1367451.0,70881.0
NO072,SE11+,1509708.0,63727.0
NO072,SE21+,1792754.0,74257.0
NO072,SE22+,1978469.0,80610.0
NO072,SE232,1756124.0,74590.0
NO072,SE311,1648626.0,71422.0
NO072,SE312,1433374.0,63499.0
NO072,SE313,1273546.0,55443.0
NO072,SE321,1059163.0,46962.0
NO072,SE322,1122946.0,50525.0
NO072,SE331,838584.0,37611.0
NO085,DK02,836783.0,34998.0
NO085,DK03,644025.0,32739.0
NO085,DK04,528729.0,29264.0
NO085,DK050,428096.0,25219.0
NO085,FI19+,1174081.0,65996.0
NO085,FI196,1295351.0,71452.0
NO085,FI198,1327794.0,72378.0
NO085,FI19B,1330371.0,73402.0
NO085,FI1B+,1472676.0,77402.0
NO085,FI1C-,1523676.0,81061.0
NO085,FI1C1,1413910.0,76030.0
NO085,FI1D7,1665351.0,75383.0
NO085,FI1D8,1703242.0,76446.0
NO085,FI1D9,1560585.0,71668.0
NO085,FI1DB,1437353.0,76480.0
NO085,FI1DC,1555160.0,82538.0
NO085,FI200,852976.0,44481.0
NO085,NO01+,200792.0,11877.0
NO085,NO020,282050.0,17855.0
NO085,NO060,597737.0,32462.0
NO085,NO071,1182929.0,60670.0
NO085,NO072,1584843.0,83167.0
NO085,NO092,350317.0,20276.0
NO085,NO094,173212.0,11312.0
NO085,NO0A1,436230.0,26862.0
NO085,NO0A2,264890.0,16013.0
NO085,NO0A3,416174.0,24603.0
NO085,SE11+,597848.0,28168.0
NO085,SE21+,698628.0,31092.0
NO085,SE22+,657907.0,29350.0
NO085,SE232,432732.0,20357.0
NO085,SE311,393632.0,20005.0
NO085,SE312,502355.0,25109.0
NO085,SE313,638134.0,32079.0
NO085,SE321,793576.0,39078.0
NO085,SE322,708803.0,34839.0
NO085,SE331,1017121.0,48741.0
NO092,DK02,634329.0,31479.0
NO092,DK03,508481.0,26415.0
NO092,DK04,393185.0,22940.0
NO092,DK050,292552.0,18895.0
NO092,FI19+,1423402.0,74141.0
NO092,FI196,1544672.0,79596.0
NO092,FI198,1577115.0,80523.0
NO092,FI19B,1579692.0,81546.0
NO092,FI1B+,1721997.0,85547.0
NO092,FI1C-,1772998.0,89206.0
NO092,FI1C1,1663231.0,84175.0
NO092,FI1D7,1914672.0,83528.0
NO092,FI1D8,1952564.0,84591.0
NO092,FI1D9,1809906.0,79813.0
NO092,FI1DB,1686675.0,84624.0
NO092,FI1DC,1804481.0,90683.0
NO092,FI200,974239.0,50767.0
NO092,NO01+,383742.0,18156.0
NO092,NO020,600046.0,27094.0
NO092,NO060,932764.0,42139.0
NO092,NO071,1517956.0,70347.0
NO092,NO072,2042744.0,90970.0
NO092,NO085,350352.0,20223.0
NO092,NO094,198702.0,11781.0
NO092,NO0A1,270522.0,14674.0
NO092,NO0A2,427806.0,24451.0
NO092,NO0A3,817573.0,37001.0
NO092,SE11+,719111.0,34454.0
NO092,SE21+,784059.0,35900.0
NO092,SE22+,743339.0,34158.0
NO092,SE232,518163.0,25166.0
NO092,SE311,574819.0,26319.0
NO092,SE312,683542.0,31422.0
NO092,SE313,819321.0,38392.0
NO092,SE321,1042897.0,47223.0
NO092,SE322,958124.0,42984.0
NO092,SE331,1266442.0,56886.0
NO094,DK02,706224.0,35189.0
NO094,DK03,580375.0,30125.0
NO094,DK04,465080.0,26650.0
NO094,DK050,364447.0,22605.0
NO094,FI19+,1235770.0,67858.0
NO094,FI196,1357039.0,73313.0
NO094,FI198,1389482.0,74240.0
NO094,FI19B,1392059.0,75263.0
NO094,FI1B+,1534365.0,79264.0
NO094,FI1C-,1585365.0,82923.0
NO094,FI1C1,1475598.0,77892.0
NO094,FI1D7,1727040.0,77245.0
NO094,FI1D8,1764931.0,78308.0
NO094,FI1D9,1622273.0,73530.0
NO094,FI1DB,1499042.0,78341.0
NO094,FI1DC,1616848.0,84400.0
NO094,FI200,846530.0,44512.0
NO094,NO01+,194346.0,11907.0
NO094,NO020,412414.0,20811.0
NO094,NO060,745131.0,35856.0
NO094,NO071,1330323.0,64064.0
NO094,NO072,1855111.0,84687.0
NO094,NO085,173214.0,11297.0
NO094,NO092,198658.0,11811.0
NO094,NO0A1,284571.0,18396.0
NO094,NO0A2,326460.0,19986.0
NO094,NO0A3,629940.0,30718.0
NO094,SE11+,591402.0,28198.0
NO094,SE21+,692182.0,31122.0
NO094,SE22+,651461.0,29380.0
NO094,SE232,426285.0,20388.0
NO094,SE311,387186.0,20036.0
NO094,SE312,495909.0,25139.0
NO094,SE313,631688.0,32109.0
NO094,SE321,855264.0,40940.0
NO094,SE322,770491.0,36701.0
NO094,SE331,1078810.0,50603.0
NO0A1,DK02,822974.0,40616.0
NO0A1,DK03,697125.0,35552.0
NO0A1,DK04,581830.0,32077.0
NO0A1,DK050,481197.0,28032.0
NO0A1,FI19+,1498805.0,83673.0
NO0A1,FI196,1620074.0,89129.0
NO0A1,FI198,1652517.0,90055.0
NO0A1,FI19B,1655094.0,91079.0
NO0A1,FI1B+,1797399.0,95079.0
NO0A1,FI1C-,1848400.0,98738.0
NO0A1,FI1C1,1738633.0,93707.0
NO0A1,FI1D7,1990074.0,93060.0
NO0A1,FI1D8,2027966.0,94123.0
NO0A1,FI1D9,1885308.0,89345.0
NO0A1,FI1DB,1762077.0,94156.0
NO0A1,FI1DC,1879883.0,100215.0
NO0A1,FI200,1109565.0,60327.0
NO0A1,NO01+,457381.0,27722.0
NO0A1,NO020,675449.0,36626.0
NO0A1,NO060,861502.0,51508.0
NO0A1,NO071,1446694.0,79716.0
NO0A1,NO072,2118146.0,100502.0
NO0A1,NO085,436249.0,27112.0
NO0A1,NO092,270750.0,14700.0
NO0A1,NO094,284599.0,18669.0
NO0A1,NO0A2,299357.0,20943.0
NO0A1,NO0A3,679940.0,43648.0
NO0A1,SE11+,854437.0,44013.0
NO0A1,SE21+,1011966.0,46468.0
NO0A1,SE22+,971246.0,44725.0
NO0A1,SE232,746070.0,35733.0
NO0A1,SE311,650221.0,35851.0
NO0A1,SE312,758944.0,40954.0
NO0A1,SE313,894723.0,47924.0
NO0A1,SE321,1118299.0,56755.0
NO0A1,SE322,1033526.0,52516.0
NO0A1,SE331,1341845.0,66418.0
NO0A2,DK02,1063871.0,46262.0
NO0A2,DK03,888103.0,46276.0
NO0A2,DK04,772808.0,42801.0
NO0A2,DK050,672174.0,38756.0
NO0A2,FI19+,1324892.0,73660.0
NO0A2,FI196,1446162.0,79116.0
NO0A2,FI198,1478605.0,80043.0
NO0A2,FI19B,1481182.0,81066.0
NO0A2,FI1B+,1623487.0,85066.0
NO0A2,FI1C-,1674487.0,88725.0
NO0A2,FI1C1,1564721.0,83695.0
NO0A2,FI1D7,1816162.0,83047.0
NO0A2,FI1D8,1854053.0,84110.0
NO0A2,FI1D9,1711395.0,79332.0
NO0A2,FI1DB,1588164.0,84144.0
NO0A2,FI1DC,1705971.0,90203.0
NO0A2,FI200,1070799.0,55371.0
NO0A2,NO01+,416975.0,22697.0
NO0A2,NO020,386482.0,22005.0
NO0A2,NO060,573260.0,33820.0
NO0A2,NO071,1158451.0,62028.0
NO0A2,NO072,1560366.0,84525.0
NO0A2,NO085,264924.0,15943.0
NO0A2,NO092,427679.0,24507.0
NO0A2,NO094,326427.0,20082.0
NO0A2,NO0A1,299296.0,20763.0
NO0A2,NO0A3,391697.0,25960.0
NO0A2,SE11+,815671.0,39057.0
NO0A2,SE21+,925715.0,42356.0
NO0A2,SE22+,884994.0,40613.0
NO0A2,SE232,659819.0,31621.0
NO0A2,SE311,574958.0,29990.0
NO0A2,SE312,606839.0,32010.0
NO0A2,SE313,745094.0,38465.0
NO0A2,SE321,944386.0,46742.0
NO0A2,SE322,726189.0,40893.0
NO0A2,SE331,1063850.0,56691.0
NO0A3,DK02,1137530.0,46842.0
NO0A3,DK03,1047526.0,48774.0
NO0A3,DK04,932230.0,45298.0
NO0A3,DK050,831597.0,41254.0
NO0A3,FI19+,1110773.0,63497.0
NO0A3,FI196,1232042.0,68952.0
NO0A3,FI198,1264485.0,69879.0
NO0A3,FI19B,1267062.0,70902.0
NO0A3,FI1B+,1409367.0,74902.0
NO0A3,FI1C-,1460368.0,78562.0
NO0A3,FI1C1,1350601.0,73531.0
NO0A3,FI1D7,1534185.0,70273.0
NO0A3,FI1D8,1572077.0,71336.0
NO0A3,FI1D9,1429419.0,66558.0
NO0A3,FI1DB,1374045.0,73980.0
NO0A3,FI1DC,1491851.0,80039.0
NO0A3,FI200,1021605.0,53183.0
NO0A3,NO01+,490634.0,23278.0
NO0A3,NO020,246032.0,13040.0
NO0A3,NO060,379769.0,19777.0
NO0A3,NO071,964961.0,47984.0
NO0A3,NO072,1366876.0,70481.0
NO0A3,NO085,416487.0,24685.0
NO0A3,NO092,819504.0,37412.0
NO0A3,NO094,630269.0,30784.0
NO0A3,NO0A1,679967.0,43543.0
NO0A3,NO0A2,391663.0,26072.0
NO0A3,SE11+,796463.0,36773.0
NO0A3,SE21+,881310.0,42081.0
NO0A3,SE22+,958653.0,41194.0
NO0A3,SE232,733478.0,32202.0
NO0A3,SE311,553468.0,27260.0
NO0A3,SE312,575785.0,28306.0
NO0A3,SE313,667359.0,32194.0
NO0A3,SE321,711281.0,34949.0
NO0A3,SE322,532698.0,26850.0
NO0A3,SE331,870360.0,42648.0
SE11+,DK02,734507.0,28193.0
SE11+,DK03,891895.0,33456.0
SE11+,DK04,948681.0,36231.0
SE11+,DK050,565457.0,34240.0
SE11+,FI19+,842121.0,46001.0
SE11+,FI196,963390.0,51456.0
SE11+,FI198,995833.0,52383.0
SE11+,FI19B,998410.0,53406.0
SE11+,FI1B+,566978.0,43346.0
SE11+,FI1C-,1191716.0,61066.0
SE11+,FI1C1,422787.0,38355.0
SE11+,FI1D7,1333390.0,55388.0
SE11+,FI1D8,1371282.0,56450.0
SE11+,FI1D9,1228624.0,51672.0
SE11+,FI1DB,1105393.0,56484.0
SE11+,FI1DC,1223199.0,62543.0
SE11+,FI200,272267.0,17715.0
SE11+,NO01+,405444.0,17593.0
SE11+,NO020,578564.0,26777.0
SE11+,NO060,679549.0,32536.0
SE11+,NO071,1165816.0,49998.0
SE11+,NO072,1510270.0,64006.0
SE11+,NO085,598269.0,28291.0
SE11+,NO092,720990.0,34770.0
SE11+,NO094,591895.0,28316.0
SE11+,NO0A1,854914.0,43866.0
SE11+,NO0A2,815496.0,39086.0
SE11+,NO0A3,796091.0,36685.0
SE11+,SE21+,300836.0,13774.0
SE11+,SE22+,482844.0,19492.0
SE11+,SE232,303606.0,12675.0
SE11+,SE311,275980.0,12083.0
SE11+,SE312,249232.0,12429.0
SE11+,SE313,296984.0,12318.0
SE11+,SE321,491714.0,20321.0
SE11+,SE322,592871.0,24982.0
SE11+,SE331,785016.0,33088.0
SE21+,DK02,487514.0,19885.0
SE21+,DK03,644902.0,25148.0
SE21+,DK04,701688.0,27923.0
SE21+,DK050,434449.0,29224.0
SE21+,FI19+,1124218.0,56506.0
SE21+,FI196,1245488.0,61961.0
SE21+,FI198,1277931.0,62888.0
SE21+,FI19B,1280507.0,63911.0
SE21+,FI1B+,776707.0,51706.0
SE21+,FI1C-,902471.0,57027.0
SE21+,FI1C1,632516.0,46714.0
SE21+,FI1D7,1615488.0,65893.0
SE21+,FI1D8,1653379.0,66956.0
SE21+,FI1D9,1510721.0,62178.0
SE21+,FI1DB,1387490.0,66989.0
SE21+,FI1DC,1505297.0,73048.0
SE21+,FI200,481996.0,26075.0
SE21+,NO01+,488130.0,21893.0
SE21+,NO020,663289.0,31982.0
SE21+,NO060,1017127.0,43289.0
SE21+,NO071,1447913.0,60503.0
SE21+,NO072,1792368.0,74511.0
SE21+,NO085,661260.0,31241.0
SE21+,NO092,748224.0,36286.0
SE21+,NO094,654886.0,31266.0
SE21+,NO0A1,917904.0,46816.0
SE21+,NO0A2,887659.0,42414.0
SE21+,NO0A3,880816.0,41889.0
SE21+,SE11+,299864.0,13661.0
SE21+,SE22+,229053.0,10692.0
SE21+,SE232,228486.0,10756.0
SE21+,SE311,360705.0,17287.0
SE21+,SE312,469220.0,22224.0
SE21+,SE313,579081.0,22823.0
SE21+,SE321,773812.0,30826.0
SE21+,SE322,874969.0,35488.0
SE21+,SE331,1067113.0,43593.0
SE22+,DK02,281779.0,11276.0
SE22+,DK03,439167.0,16539.0
SE22+,DK04,495954.0,19315.0
SE22+,DK050,533061.0,24394.0
SE22+,FI19+,1309959.0,62913.0
SE22+,FI196,1431228.0,68369.0
SE22+,FI198,1463671.0,69296.0
SE22+,FI19B,1466248.0,70319.0
SE22+,FI1B+,962447.0,58113.0
SE22+,FI1C-,1088212.0,63434.0
SE22+,FI1C1,818256.0,53122.0
SE22+,FI1D7,1801228.0,72300.0
SE22+,FI1D8,1839120.0,73363.0
SE22+,FI1D9,1696462.0,68585.0
SE22+,FI1DB,1573231.0,73397.0
SE22+,FI1DC,1691037.0,79456.0
SE22+,FI200,667736.0,32483.0
SE22+,NO01+,485490.0,20163.0
SE22+,NO020,740878.0,31255.0
SE22+,NO060,1073596.0,46301.0
SE22+,NO071,1633654.0,66911.0
SE22+,NO072,1978108.0,80919.0
SE22+,NO085,658621.0,29511.0
SE22+,NO092,745584.0,34556.0
SE22+,NO094,652247.0,29536.0
SE22+,NO0A1,915265.0,45086.0
SE22+,NO0A2,885019.0,40684.0
SE22+,NO0A3,958404.0,41163.0
SE22+,SE11+,481879.0,19424.0
SE22+,SE21+,229952.0,10776.0
SE22+,SE232,276157.0,11833.0
SE22+,SE311,463531.0,20793.0
SE22+,SE312,585888.0,26539.0
SE22+,SE313,764822.0,29230.0
SE22+,SE321,959552.0,37233.0
SE22+,SE322,911936.0,41760.0
SE22+,SE331,1252854.0,50000.0
SE232,DK02,495025.0,19181.0
SE232,DK03,652413.0,24444.0
SE232,DK04,371432.0,26264.0
SE232,DK050,277869.0,22498.0
SE232,FI19+,1089091.0,56806.0
SE232,FI196,1210361.0,62262.0
SE232,FI198,1242804.0,63188.0
SE232,FI19B,1245381.0,64212.0
SE232,FI1B+,853418.0,54519.0
SE232,FI1C-,1438686.0,71871.0
SE232,FI1C1,709228.0,49528.0
SE232,FI1D7,1580361.0,66193.0
SE232,FI1D8,1618252.0,67256.0
SE232,FI1D9,1475595.0,62478.0
SE232,FI1DB,1352363.0,67289.0
SE232,FI1DC,1470170.0,73348.0
SE232,FI200,558707.0,28889.0
SE232,NO01+,259644.0,11137.0
SE232,NO020,515031.0,22229.0
SE232,NO060,847749.0,37275.0
SE232,NO071,1412787.0,60803.0
SE232,NO072,1757241.0,74812.0
SE232,NO085,432774.0,20485.0
SE232,NO092,519738.0,25530.0
SE232,NO094,426400.0,20511.0
SE232,NO0A1,689419.0,36061.0
SE232,NO0A2,659173.0,31658.0
SE232,NO0A3,732558.0,32137.0
SE232,SE11+,303579.0,12575.0
SE232,SE21+,228342.0,10766.0
SE232,SE22+,275918.0,11845.0
SE232,SE311,238091.0,11766.0
SE232,SE312,386137.0,18140.0
SE232,SE313,543954.0,23123.0
SE232,SE321,738685.0,31126.0
SE232,SE322,712186.0,33362.0
SE232,SE331,1031987.0,43893.0
SE311,DK02,675363.0,28185.0
SE311,DK03,832751.0,33448.0
SE311,DK04,689463.0,34503.0
SE311,DK050,588830.0,30459.0
SE311,FI19+,981064.0,53620.0
SE311,FI196,1102334.0,59075.0
SE311,FI198,1134777.0,60002.0
SE311,FI19B,1137353.0,61025.0
SE311,FI1B+,1279659.0,65026.0
SE311,FI1C-,1330659.0,68685.0
SE311,FI1C1,681475.0,48932.0
SE311,FI1D7,1472334.0,63007.0
SE311,FI1D8,1510225.0,64069.0
SE311,FI1D9,1367567.0,59291.0
SE311,FI1DB,1244336.0,64103.0
SE311,FI1DC,1362143.0,70162.0
SE311,FI200,530955.0,28293.0
SE311,NO01+,190795.0,9660.0
SE311,NO020,335358.0,17206.0
SE311,NO060,624940.0,30818.0
SE311,NO071,1202226.0,54913.0
SE311,NO072,1649214.0,71625.0
SE311,NO085,393875.0,19963.0
SE311,NO092,576737.0,26617.0
SE311,NO094,387502.0,19989.0
SE311,NO0A1,650520.0,35539.0
SE311,NO0A2,573468.0,30006.0
SE311,NO0A3,552884.0,27113.0
SE311,SE11+,275827.0,11980.0
SE311,SE21+,360674.0,17288.0
SE311,SE22+,463708.0,20799.0
SE311,SE232,238530.0,11737.0
SE311,SE312,201255.0,9818.0
SE311,SE313,337034.0,16787.0
SE311,SE321,630658.0,27940.0
SE311,SE322,527304.0,25039.0
SE311,SE331,835622.0,38942.0
SE312,DK02,837866.0,35273.0
SE312,DK03,995254.0,40536.0
SE312,DK04,798060.0,39560.0
SE312,DK050,697427.0,35515.0
SE312,FI19+,765825.0,45832.0
SE312,FI196,887094.0,51288.0
SE312,FI198,919537.0,52215.0
SE312,FI19B,922114.0,53238.0
SE312,FI1B+,1064420.0,57238.0
SE312,FI1C-,1115420.0,60897.0
SE312,FI1C1,1005653.0,55867.0
SE312,FI1D7,1257095.0,55219.0
SE312,FI1D8,1294986.0,56282.0
SE312,FI1D9,1152328.0,51504.0
SE312,FI1DB,1029097.0,56316.0
SE312,FI1DC,1146904.0,62375.0
SE312,FI200,476524.0,27454.0
SE312,NO01+,356799.0,17527.0
SE312,NO020,348323.0,18912.0
SE312,NO060,497190.0,24131.0
SE312,NO071,1017869.0,46875.0
SE312,NO072,1433974.0,63838.0
SE312,NO085,502472.0,25020.0
SE312,NO092,685334.0,31674.0
SE312,NO094,496099.0,25046.0
SE312,NO0A1,759117.0,40595.0
SE312,NO0A2,606806.0,31827.0
SE312,NO0A3,575718.0,28380.0
SE312,SE11+,250441.0,12346.0
SE312,SE21+,469864.0,22196.0
SE312,SE22+,586204.0,26572.0
SE312,SE232,385939.0,18142.0
SE312,SE311,201303.0,9789.0
SE312,SE313,152677.0,8749.0
SE312,SE321,415419.0,20153.0
SE312,SE322,342947.0,17001.0
SE312,SE331,651265.0,30903.0
SE313,DK02,1016954.0,37913.0
SE313,DK03,1174342.0,43176.0
SE313,DK04,933852.0,46528.0
SE313,DK050,833219.0,42483.0
SE313,FI19+,605793.0,37737.0
SE313,FI196,727063.0,43192.0
SE313,FI198,759506.0,44119.0
SE313,FI19B,762083.0,45142.0
SE313,FI1B+,904388.0,49143.0
SE313,FI1C-,955388.0,52802.0
SE313,FI1C1,845622.0,47771.0
SE313,FI1D7,1097063.0,47124.0
SE313,FI1D8,1134954.0,48187.0
SE313,FI1D9,992297.0,43409.0
SE313,FI1DB,869065.0,48220.0
SE313,FI1DC,986872.0,54279.0
SE313,FI200,403864.0,23511.0
SE313,NO01+,492591.0,24495.0
SE313,NO020,483530.0,25244.0
SE313,NO060,447734.0,21259.0
SE313,NO071,929489.0,41734.0
SE313,NO072,1273943.0,55742.0
SE313,NO085,638264.0,31988.0
SE313,NO092,821126.0,38642.0
SE313,NO094,631891.0,32014.0
SE313,NO0A1,894909.0,47564.0
SE313,NO0A2,742013.0,38159.0
SE313,NO0A3,667261.0,32244.0
SE313,SE11+,296531.0,12330.0
SE313,SE21+,579576.0,22860.0
SE313,SE22+,765291.0,29212.0
SE313,SE232,542946.0,23193.0
SE313,SE311,337095.0,16757.0
SE313,SE312,152690.0,8698.0
SE313,SE321,255387.0,12057.0
SE313,SE322,293491.0,14129.0
SE313,SE331,548689.0,24824.0
SE321,DK02,1211219.0,45966.0
SE321,DK03,1368607.0,51229.0
SE321,DK04,1425393.0,54004.0
SE321,DK050,1052385.0,51278.0
SE321,FI19+,411525.0,30000.0
SE321,FI196,532794.0,35456.0
SE321,FI198,565237.0,36382.0
SE321,FI19B,567814.0,37406.0
SE321,FI1B+,710120.0,41406.0
SE321,FI1C-,761120.0,45065.0
SE321,FI1C1,651353.0,40035.0
SE321,FI1D7,902795.0,39387.0
SE321,FI1D8,940686.0,40450.0
SE321,FI1D9,798028.0,35672.0
SE321,FI1DB,674797.0,40484.0
SE321,FI1DC,792604.0,46543.0
SE321,FI200,598129.0,31565.0
SE321,NO01+,711422.0,33302.0
SE321,NO020,622287.0,32161.0
SE321,NO060,360286.0,17084.0
SE321,NO071,685558.0,31214.0
SE321,NO072,1058794.0,47274.0
SE321,NO085,789690.0,38916.0
SE321,NO092,1040292.0,47437.0
SE321,NO094,851056.0,40808.0
SE321,NO0A1,1114075.0,56358.0
SE321,NO0A2,939993.0,46467.0
SE321,NO0A3,706814.0,34939.0
SE321,SE11+,490796.0,20383.0
SE321,SE21+,773841.0,30913.0
SE321,SE22+,959556.0,37265.0
SE321,SE232,737211.0,31246.0
SE321,SE311,629713.0,28077.0
SE321,SE312,414462.0,20154.0
SE321,SE313,254634.0,12099.0
SE321,SE322,176554.0,8913.0
SE321,SE331,299830.0,14013.0
SE322,DK02,1163794.0,50409.0
SE322,DK03,1187819.0,54662.0
SE322,DK04,1072524.0,51186.0
SE322,DK050,971891.0,47141.0
SE322,FI19+,580427.0,37524.0
SE322,FI196,701697.0,42980.0
SE322,FI198,734140.0,43907.0
SE322,FI19B,736717.0,44930.0
SE322,FI1B+,879022.0,48930.0
SE322,FI1C-,930022.0,52589.0
SE322,FI1C1,820256.0,47559.0
SE322,FI1D7,1010250.0,44348.0
SE322,FI1D8,1048141.0,45411.0
SE322,FI1D9,905484.0,40633.0
SE322,FI1DB,843699.0,48008.0
SE322,FI1DC,961506.0,54067.0
SE322,FI200,698701.0,36108.0
SE322,NO01+,630928.0,29166.0
SE322,NO020,509189.0,26676.0
SE322,NO060,186339.0,9153.0
SE322,NO071,713028.0,32694.0
SE322,NO072,1122726.0,50807.0
SE322,NO085,709196.0,34779.0
SE322,NO092,959798.0,43300.0
SE322,NO094,770562.0,36671.0
SE322,NO0A1,1033581.0,52221.0
SE322,NO0A2,726383.0,41050.0
SE322,NO0A3,532868.0,27008.0
SE322,SE11+,591368.0,24926.0
SE322,SE21+,874414.0,35456.0
SE322,SE22+,912131.0,41708.0
SE322,SE232,711866.0,33278.0
SE322,SE311,527231.0,24925.0
SE322,SE312,342826.0,16866.0
SE322,SE313,293377.0,14070.0
SE322,SE321,180936.0,8976.0
SE322,SE331,346425.0,16723.0
SE331,DK02,1499420.0,58616.0
SE331,DK03,1656808.0,63879.0
SE331,DK04,1380997.0,65088.0
SE331,DK050,1280364.0,61043.0
SE331,FI19+,387271.0,28861.0
SE331,FI196,508541.0,34317.0
SE331,FI198,540983.0,35244.0
SE331,FI19B,543560.0,36267.0
SE331,FI1B+,685866.0,40267.0
SE331,FI1C-,736866.0,43926.0
SE331,FI1C1,627099.0,38896.0
SE331,FI1D7,718654.0,31657.0
SE331,FI1D8,756545.0,32720.0
SE331,FI1D9,613887.0,27942.0
SE331,FI1DB,812624.0,34589.0
SE331,FI1DC,967574.0,40870.0
SE331,FI200,886330.0,44215.0
SE331,NO01+,939401.0,43067.0
SE331,NO020,817662.0,40578.0
SE331,NO060,523939.0,24886.0
SE331,NO071,427349.0,19872.0
SE331,NO072,837047.0,37985.0
SE331,NO085,1017670.0,48681.0
SE331,NO092,1268271.0,57201.0
SE331,NO094,1079036.0,50573.0
SE331,NO0A1,1342054.0,66123.0
SE331,NO0A2,1167972.0,56232.0
SE331,NO0A3,870468.0,42741.0
SE331,SE11+,778997.0,33034.0
SE331,SE21+,1062042.0,43563.0
SE331,SE22+,1247758.0,49916.0
SE331,SE232,1025412.0,43896.0
